-999.743,-599.932
-999.442,-34.462
-999.203,90.9956
-999.186,849.609
-999.137,885.218
-999.024,-829.049
-998.923,373.475
-998.814,-850.105
-998.797,-185.775
-998.503,-189.295
-998.318,725.46
-998.22,461.666
-998.187,839.237
-997.91,-96.8205
-997.862,102.047
-997.577,-65.8407
-997.337,-560.694
-997.102,675.09
-996.846,-441.628
-996.728,-183.714
-996.598,-792.827
-996.347,688.593
-996.276,-563.812
-996.204,811.188
-996.174,-245.727
-996.098,-536.86
-995.795,872.581
-995.457,-246.475
-995.342,-295.146
-995.186,143.787
-995.047,-709.686
-994.915,-271.62
-994.773,572.414
-994.724,130.074
-994.613,-171.891
-994.204,-477.933
-994.194,-156.491
-993.986,935.927
-993.905,-282.411
-993.807,757.743
-993.701,-852.284
-993.294,817.162
-993.226,757.41
-992.936,-953.764
-992.255,7.53453
-992.028,-340.634
-991.815,580.71
-991.705,73.4389
-991.658,693.659
-991.524,117.557
-991.5,519.926
-990.208,-81.3847
-990.038,-659.204
-989.982,-337.44
-989.837,924.014
-989.572,-579.057
-989.356,365.722
-989.245,53.9174
-988.812,889.54
-988.558,-543.494
-988.558,990.227
-988.494,-598.742
-988.403,-556.34
-988.346,-457.905
-988.344,425.573
-988.281,79.2069
-988.148,-800.535
-988.064,15.1421
-987.904,-847.302
-987.771,-321.609
-987.711,938.019
-987.493,236.307
-986.937,-916.133
-986.568,146.999
-986.191,631.786
-985.187,310.992
-985.082,716.862
-985.063,-288.982
-984.88,-899.847
-984.802,-766.559
-984.801,-742.351
-984.529,15.0079
-984.496,-909.684
-984.365,-415.879
-984.278,-25.0974
-982.628,829.558
-982.5,-474.09
-982.489,-95.2144
-982.105,-438.422
-981.602,754.799
-981.049,19.002
-980.858,789.026
-980.262,-416.253
-980.238,-783.943
-980.048,-599.537
-979.447,670.785
-979.378,-153.263
-979.103,-925.05
-978.91,529.032
-978.618,-160.61
-978.533,532.879
-978.431,137.63
-978.206,-27.449
-978.052,-898.824
-978.039,286.709
-977.758,-988.736
-977.699,-267.74
-977.305,984.983
-976.568,645.131
-975.741,-579.369
-975.53,81.3741
-975.044,114.295
-974.071,663.77
-974.034,274.695
-973.916,-936.091
-973.622,879.409
-973.443,-18.3307
-973.192,572.76
-973.074,-670.239
-972.925,456.007
-972.654,-221.56
-972.403,674.445
-971.695,-489.711
-971.203,-939.589
-971.187,853.778
-970.967,569.379
-970.817,-264.17
-970.436,917.253
-970.122,735.913
-970.009,-614.057
-969.972,74.771
-969.637,-438.129
-969.595,-845.274
-969.455,113.489
-969.345,-46.5879
-969.331,427.59
-969.166,989.064
-969.053,-982.695
